product name,blueprint name
守夜者级,守夜者级蓝图
艾玛警用护卫舰,艾玛警用护卫舰蓝图
数据破坏仪 I,数据破坏仪蓝图 I
中型护盾扩展装置 I,中型护盾扩展装置蓝图 I
中型护盾扩展装置 II,中型护盾扩展装置蓝图 II
大型护盾扩展装置 I,大型护盾扩展装置蓝图 I
大型护盾扩展装置 II,大型护盾扩展装置蓝图 II
克隆,克隆蓝图
硬件,硬件蓝图
中型质子立体炸弹 I,中型质子立体炸弹蓝图 I
中型质子立体炸弹 II,中型质子立体炸弹蓝图 II
中型引力子立体炸弹 I,中型引力子立体炸弹蓝图 I
中型引力子立体炸弹 II,中型引力子立体炸弹蓝图 II
中型等离子立体炸弹 I,中型等离子立体炸弹蓝图 I
中型等离子立体炸弹 II,中型等离子立体炸弹蓝图 II
中型EMP立体炸弹 I,中型EMP立体炸弹蓝图 I
中型EMP立体炸弹 II,中型EMP立体炸弹蓝图 II
海关办公室框架,海关办公室框架蓝图
大型质子立体炸弹 I,大型质子立体炸弹蓝图 I
大型质子立体炸弹 II,大型质子立体炸弹蓝图 II
大型引力子立体炸弹 I,大型引力子立体炸弹蓝图 I
大型引力子立体炸弹 II,大型引力子立体炸弹蓝图 II
大型等离子立体炸弹 I,大型等离子立体炸弹蓝图 I
大型等离子立体炸弹 II,大型等离子立体炸弹蓝图 II
大型远程结构维修器 II,大型远程结构维修器蓝图 II
大型EMP立体炸弹 I,大型EMP立体炸弹蓝图 I
大型EMP立体炸弹 II,大型EMP立体炸弹蓝图 II
毒蝎级异株湖保安型,毒蝎级异株湖保安型蓝图
双联重型脉冲激光器 II,双联重型脉冲激光器蓝图 II
跃迁扰断力场发生器 II,跃迁扰断力场发生器蓝图 II
小型牵引光束 II,小型牵引光束器蓝图 II
旗舰级牵引光束 II,旗舰级牵引光束器蓝图 II
微型辅助能源核心 II,微型辅助能源核心蓝图 II
炸弹发射器 II,炸弹发射器蓝图 II
核心探针发射器 II,核心探针发射器蓝图 II
延伸探针发射器 II,延伸探针发射器蓝图 II
装甲作战网络—损伤控制 II,装甲作战网络—损伤控制蓝图 II
装甲作战网络—被动防护 II,装甲作战网络—被动防护蓝图 II
装甲作战网络—快速修理 II,装甲作战网络—快速修理蓝图 II
信息作战网络—电子优势 II,信息作战网络—电子优势蓝图 II
信息作战网络—侦查行动 II,信息作战网络—侦查行动蓝图 II
信息作战网络—感应器可靠性 II,信息作战网络—感应器可靠性蓝图 II
开采先锋—采集器电容能效 II,开采先锋—采集器电容能效蓝图 II
开采先锋—激光优化设备 II,开采先锋—激光优化设备蓝图 II
开采先锋—采矿激光器力场增强 II,开采先锋—采矿激光器力场增强蓝图 II
会战作战网络—激活能量盾 II,会战作战网络—激活能量盾蓝图 II
会战作战网络—护盾效率 II,会战作战网络—护盾效率蓝图 II
会战作战网络—护盾协调 II,会战作战网络—护盾协调蓝图 II
游击作战网络—规避机动 II,游击作战网络—规避机动蓝图 II
游击作战网络—阻断机动 II,游击作战网络—阻断机动蓝图 II
游击作战网络—快速机动 II,游击作战网络—快速机动蓝图 II
会战装备 II,会战装备蓝图 II
会战型紧急修复增强模块 II,会战型紧急修复增强模块蓝图 II
中型远程结构维修器 II,中型远程结构维修器蓝图 II
小型远程结构维修器 II,小型远程结构维修器蓝图 II
预言级,预言级蓝图
娜迦级,娜迦级蓝图
塔洛斯级,塔洛斯级蓝图
龙卷风级,龙卷风级蓝图
氧燃料块,氧燃料块蓝图
氮燃料块,氮燃料块蓝图
氦燃料块,氦燃料块蓝图
氢燃料块,氢燃料块蓝图
米亚莫斯级酷菲特强版,米亚莫斯级酷菲特强版蓝图
小型锁定增效器 I,小型锁定增效器蓝图 I
大型微型跳跃引擎,大型微型跳跃引擎蓝图
大型机动跳跃扰断器 I,大型机动跳跃扰断器蓝图 I
米亚莫斯级酷菲深蓝版,米亚莫斯级酷菲深蓝版蓝图
大型辅助护盾回充增量器,大型辅助护盾回充增量器蓝图
无人机伤害增效装置 I,无人机伤害增效装置蓝图 I
中型处理器超频组件 I,中型处理器超频组件蓝图 I
大型处理器超频组件 I,大型处理器超频组件蓝图 I
中型处理器超频组件 II,中型处理器超频组件蓝图 II
大型处理器超频组件 II,大型处理器超频组件蓝图 II
反应式装甲增强器,反应式装甲增强器蓝图
无人机伤害增效装置 II,无人机伤害增效装置蓝图 II
护盾回充增量器燃料分配脚本,护盾回充增量器燃料分配脚本蓝图
信号半径抑制装置 I,信号半径抑制装置蓝图 I
磁性力场稳定器 I,磁性力场稳定器蓝图 I
民用护盾回充增量器,民用护盾回充增量器蓝图
磁性力场稳定器 II,磁性力场稳定器蓝图 II
采矿无人机 I,采矿无人机蓝图 I
采矿无人机 II,采矿无人机蓝图 II
火箭发射器 I,火箭发射器蓝图 I
火箭发射器 II,火箭发射器蓝图 II
导弹反制发射器 I,导弹反制发射器蓝图 I
125mm磁轨炮 I,125mm磁轨炮蓝图 I
125mm磁轨炮 II,125mm磁轨炮蓝图 II
中型护盾回充增量器 I,中型护盾回充增量器蓝图 I
大型护盾回充增量器 I,大型护盾回充增量器蓝图 I
超大型护盾回充增量器 I,超大型护盾回充增量器蓝图 I
超大型护盾回充增量器 II,超大型护盾回充增量器蓝图 II
中型护盾回充增量器 II,中型护盾回充增量器蓝图 II
大型护盾回充增量器 II,大型护盾回充增量器蓝图 II
狂怒守卫者级,狂怒守卫者级蓝图
高级护符—阿尔法型,护符 阿尔法型蓝图
盖伦特穿梭机,盖伦特穿梭机蓝图
米玛塔尔穿梭机,米玛塔尔穿梭机蓝图
艾玛穿梭机,艾玛穿梭机蓝图
太阳神级,太阳神级蓝图
克勒斯级,克勒斯级蓝图
黑鸦级,黑鸦级蓝图
猛禽级,猛禽级蓝图
猎豹级,猎豹级蓝图
十字军级,十字军级蓝图
咒灭级,咒灭级蓝图
咒逐级,咒逐级蓝图
哨兵级,哨兵级蓝图
秃鹰级,秃鹰级蓝图
狐妖级,狐妖级蓝图
利爪级,利爪级蓝图
短剑级,短剑级蓝图
塔纳尼斯级,塔纳尼斯级蓝图
阿瑞斯级,阿瑞斯级蓝图
基础型电磁电压薄膜,基础型电磁电压薄膜蓝图
电磁电压薄膜 I,电磁电压薄膜蓝图 I
电磁电压薄膜 II,电磁电压薄膜蓝图 II
基础型爆炸电压薄膜,基础型爆炸电压薄膜蓝图
爆炸电压薄膜 I,爆炸电压薄膜蓝图 I
爆炸电压薄膜 II,爆炸电压薄膜蓝图 II
基础型覆层电压薄膜,基础型覆层电压薄膜蓝图
覆层电压薄膜 I,覆层电压薄膜蓝图 I
覆层电压薄膜 II,覆层电压薄膜蓝图 II
基础型动能电压薄膜,基础型动能电压薄膜蓝图
动能电压薄膜 I,动能电压薄膜蓝图 I
动能电压薄膜 II,动能电压薄膜蓝图 II
基础型热能电压薄膜,基础型热能电压薄膜蓝图
热能电压薄膜 I,热能电压薄膜蓝图 I
热能电压薄膜 II,热能电压薄膜蓝图 II
基础型多谱式电压薄膜,基础型多谱式电压薄膜蓝图
多谱式电压薄膜 I,多谱式电压薄膜蓝图 I
多谱式电压薄膜 II,多谱式电压薄膜蓝图 II
热能装甲增强器 I,热能装甲增强器蓝图
1600mm钢附甲板 I,1600mm钢附甲板蓝图 I
电容注电器装料 150,高速电容注电器装料—150蓝图
电容注电器装料 200,高速电容注电器装料—200蓝图
电容注电器装料 400,高速电容注电器装料—400蓝图
电容注电器装料 800,高速电容注电器装料—800蓝图
50mm钢附甲板 I,50mm钢附甲板蓝图 I
100mm钢附甲板 I,100mm钢附甲板蓝图 I
200mm钢附甲板 I,200mm钢附甲板蓝图 I
400mm钢附甲板 I,400mm钢附甲板蓝图 I
800mm钢附甲板 I,800mm钢附甲板蓝图 I
电磁装甲增强器 I,电磁装甲增强器蓝图 I
爆炸装甲增强器 I,爆炸装甲增强器蓝图 I
动能装甲增强器 I,动能装甲增强器蓝图 I
小型远程装甲维修器 I,小型远程装甲维修器蓝图 I
中型远程装甲维修器 I,中型远程装甲维修器蓝图 I
大型远程装甲维修器 I,大型远程装甲维修器蓝图 I
复仇级,复仇级蓝图
猎狼级,猎狼级蓝图
刀锋级,刀锋级蓝图
艾琳伊级,艾琳伊级蓝图
纳美西斯级,纳美西斯级蓝图
战鹰级,战鹰级蓝图
女妖级,女妖级蓝图
收集者级,收集者级蓝图
土狼级,土狼级蓝图
基沙尔级,基沙尔级蓝图
审判者级,审判者蓝图
美洲虎级,美洲虎级蓝图
护盾回充增量增效器 I,护盾回充增量增效器蓝图 I
微型辅助能源核心 I,微型辅助能源核心蓝图 I
神使级,神使级蓝图
散热槽 I,散热槽蓝图 I
跃迁核心稳定器 I,跃迁核心稳定器蓝图 I
索敌扰断器 I,索敌扰断器蓝图 I
索敌增强器 I,索敌增强器蓝图 I
远距索敌计算机 I,远距索敌计算机蓝图 I
协处理器 I,协处理器蓝图 I
感应增强器 I,感应增强器蓝图 I
索敌计算机 I,索敌计算机蓝图 I
引力ECCM发生器 I,引力ECCM发生器蓝图 I
光雷达ECCM发生器 I,光雷达ECCM发生器蓝图 I
磁力ECCM发生器 I,磁力ECCM发生器蓝图 I
雷达ECCM发生器 I,雷达ECCM发生器蓝图 I
全效ECCM发生器 I,全效ECCM发生器蓝图 I
磁力ECM I,磁力ECM蓝图 I
多谱式ECM I,多谱式ECM蓝图 I
光雷达ECM I,光雷达ECM蓝图 I
引力ECM I,引力ECM蓝图 I
雷达ECM I,雷达ECM蓝图 I
信号放大器 I,信号放大器蓝图 I
跃迁核心稳定器 II,跃迁核心稳定器蓝图 II
电磁装甲增强器 II,电磁装甲增强器蓝图 II
动能装甲增强器 II,动能装甲增强器蓝图 II
爆炸装甲增强器 II,爆炸装甲增强器蓝图 II
热能装甲增强器 II,热能装甲增强器蓝图 II
协处理器 II,协处理器蓝图 II
引力ECCM发生器 II,引力ECCM发生器蓝图 II
光雷达ECCM发生器 II,光雷达ECCM发生器蓝图 II
磁力ECCM发生器 II,磁力ECCM发生器蓝图 II
全效ECCM发生器 II,全效ECCM发生器蓝图 II
雷达ECCM发生器 II,雷达ECCM发生器蓝图 II
ECCM投射器 I,ECCM投射器蓝图 I
ECCM投射器 II,ECCM投射器蓝图 II
磁力ECM II,磁力ECM蓝图 II
多谱式ECM II,多谱式ECM蓝图 II
光雷达ECM II,光雷达ECM蓝图 II
引力ECM II,引力ECM蓝图 II
雷达ECM II,雷达ECM蓝图 II
散热槽 II,散热槽蓝图 II
远程感应增强器 I,远程感应增强器蓝图 I
远程感应增强器 II,远程感应增强器蓝图 II
远程感应抑阻器 I,远程感应抑阻器蓝图 I
远程感应抑阻器 II,远程感应抑阻器蓝图 II
感应增强器 II,感应增强器蓝图 II
信号放大器 II,信号放大器蓝图 II
引力感应器支援阵列 I,引力感应器支援阵列蓝图 I
引力感应器支援阵列 II,引力感应器支援阵列蓝图 II
光雷达支援阵列 I,光雷达支援阵列蓝图 I
光雷达支援阵列 II,光雷达支援阵列蓝图 II
磁力感应器支援阵列 I,磁力感应器支援阵列蓝图 I
磁力感应器支援阵列 II,磁力感应器支援阵列蓝图 II
多谱感应器支援阵列 I,多谱感应器支援阵列蓝图 I
多谱感应器支援阵列 II,多谱感应器支援阵列蓝图 II
雷达感应器支援阵列 I,雷达感应器支援阵列蓝图 I
雷达感应器支援阵列 II,雷达感应器支援阵列蓝图 II
索敌计算机 II,索敌计算机蓝图 II
索敌扰断器 II,索敌扰断器蓝图 II
索敌增强器 II,索敌增强器蓝图 II
远距索敌计算机 II,远距索敌计算机蓝图 II
R.Db 莱登船业,莱登船业-R.Db蓝图
R.A.M. - 能源科技,R.A.M. - 能源科技蓝图
R.A.M. - 控制模块,R.A.M. - 控制模块蓝图
R.A.M. - 平台科技,R.A.M. - 平台科技蓝图
黑客平台-LXD-27,LXD-27黑客平台蓝图
黑客平台-抄本,抄本黑客平台蓝图
黑客平台-赫耳墨斯,赫耳墨斯黑客平台蓝图
黑客平台-萨满,萨满黑客平台蓝图
超链接上行线,超链接上行线蓝图
R.A.M. - 战列舰科技,R.A.M. - 战列舰科技蓝图
R.A.M. - 巡洋舰科技,R.A.M. - 巡洋舰科技蓝图
R.A.M. - 工业舰科技,R.A.M. - 工业舰科技蓝图
R.A.M. - 电子元件,R.A.M. - 电子元件蓝图
地球人分子序列,地球分子序列蓝图
R.A.M. - 弹药科技,R.A.M. - 弹药科技蓝图
R.A.M. - 装甲/船体科技,R.A.M. - 装甲/船体科技蓝图
R.A.M. - 超网络科技,R.A.M. - 超网络科技蓝图
R.Db 无限创造,无限创造-R.Db蓝图
R.Db 核心局面,核心局面-R.Db蓝图
R.Db 西顿,西顿-R.Db蓝图
R.Db 度沃勒实验室,度沃勒实验室-R.Db蓝图
R.Db 天主凝聚会,天主凝聚会-R.Db蓝图
R.Db 卡拉吉塔数据库,卡拉吉塔数据库-R.Db蓝图
R.Db 卡尼迪创新,卡尼迪创新-R.Db蓝图
R.Db 图克尔混合企业,图克尔混合企业-R.Db蓝图
R.Db 维鲜集团,维鲜集团-R.Db蓝图
R.Db 异株湖数据库,异株湖数据库-R.Db蓝图
R.Db 莱戴,莱戴-R.Db蓝图
R.A.M. - 机器人技术,R.A.M. - 机器人技术蓝图
R.A.M. - 制药,R.A.M. - 制药蓝图
R.A.M. - 护盾科技,R.A.M. - 护盾科技蓝图
R.A.M. - 星舰科技,R.A.M. - 星舰科技蓝图
R.A.M. - 武器科技,R.A.M. - 武器科技蓝图
黑客平台-阿尔法,阿尔法黑客平台蓝图
灾难级帝国型,灾难级帝国型蓝图
末日沙场级帝国型,末日沙场级帝国型蓝图
战隼级,战隼级蓝图
白嘴鸦级,白嘴鸦级蓝图
休津级,休津级蓝图
长剑级,长剑级蓝图
朝圣级,朝圣级蓝图
埃拉兹级,埃拉兹级蓝图
拉克希斯级,拉克希斯级蓝图
曲剑级,曲剑级蓝图
皇冠蜥级,皇冠蜥级蓝图
守卫级,守卫级蓝图
奥内罗斯级,奥内罗斯级蓝图
希尔博拉斯级,希尔博拉斯级蓝图
奥尼克斯级,奥尼克斯级蓝图
流浪级,流浪级蓝图
狂热级,狂热级蓝图
伊什塔级,伊什塔级蓝图
银鹰级,银鹰级蓝图
阔刀级,阔刀级蓝图
缪宁级,缪宁级蓝图
奉献级,奉献级蓝图
渎圣级,渎圣级蓝图
伏波斯级,伏波斯级蓝图
戴默斯级,戴默斯级蓝图
蝎尾怪级,蝎尾怪级蓝图
猎犬级,猎犬级蓝图
匕首级,匕首级蓝图
净化级,净化级蓝图
伊什库尔级,伊什库尔级蓝图
恩尤级,恩尤级蓝图
50MN微型跃迁推进器 I,50MN微型跃迁推进器蓝图 I
500MN微型跃迁推进器 I,500MN微型跃迁推进器蓝图 I
10MN加力燃烧器 I,10MN加力燃烧器蓝图 I
10MN加力燃烧器 II,10MN加力燃烧器蓝图 II
100MN加力燃烧器 I,100MN加力燃烧器蓝图 I
100MN加力燃烧器 II,100MN加力燃烧器蓝图 II
50MN微型跃迁推进器 II,50MN微型跃迁推进器蓝图 II
500MN微型跃迁推进器 II,500MN微型跃迁推进器蓝图 II
大型远程电容传输装置 II,大型远程电容传输装置蓝图 II
加强型隐形装置 II,加强型隐形装置蓝图 II
隐秘行动隐形装置 II,隐秘行动隐形装置蓝图 II
深层地核采矿激光器 I,深层地核采矿激光器蓝图 I
中型远程电容传输装置 I,中型远程电容传输装置蓝图 I
旗舰级远程电容传输装置 I,旗舰级远程电容传输装置蓝图 I
中型远程电容传输装置 II,中型远程电容传输装置蓝图 II
旗舰级远程电容传输装置 II,旗舰级远程电容传输装置蓝图 II
大型远程电容传输装置 I,大型远程电容传输装置蓝图 I
中型掠能器 I,中型掠能器蓝图 I
中型掠能器 II,中型掠能器蓝图 II
重型掠能器 I,重型掠能器蓝图 I
重型掠能器 II,重型掠能器蓝图 II
中型能量中和器 I,中型能量中和器蓝图 I
中型能量中和器 II,中型能量中和器蓝图 II
重型能量中和器 I,重型能量中和器蓝图 I
重型能量中和器 II,重型能量中和器蓝图 II
弹道控制系统 I,弹道控制系统蓝图 I
小型机动跃迁扰断器 I,小型机动跃迁扰断器蓝图 I
中型机动跃迁扰断器 I,中型机动跃迁扰断器蓝图 I
大型机动跃迁扰断器 I,大型机动跃迁扰断器蓝图 I
200mm磁轨炮 I,200mm磁轨炮蓝图 I
200mm磁轨炮 II,200mm磁轨炮蓝图 II
350mm磁轨炮 I,350mm磁轨炮蓝图 I
350mm磁轨炮 II,350mm磁轨炮蓝图 II
勒克斯 S,勒克斯蓝图 S
微光 S,微光蓝图 S
极光 S,极光蓝图 S
烈焰 S,烈焰蓝图 S
灼烧 S,灼烧蓝图 S
爆燃 S,爆燃蓝图 S
冰雹 S,冰雹蓝图 S
荒芜 S,荒芜蓝图 S
涅槃 S,涅槃蓝图 S
虚空 S,虚空蓝图 S
闪电 S,闪电蓝图 S
钉刺 S,钉刺蓝图 S
标枪 S,标枪蓝图 S
雷暴 S,雷暴蓝图 S
风暴 S,风暴蓝图 S
震击 S,震击蓝图 S
地震 S,地震蓝图 S
战栗 S,战栗蓝图 S
目标标记装置 I,目标标记装置蓝图 I
小型反侦测系统 I,小型反侦测系统蓝图 I
中型反侦测系统 I,中型反侦测系统蓝图 I
大型反侦测系统 I,大型反侦测系统蓝图 I
巨型反侦测系统 I,巨型反侦测系统蓝图 I
天鹤级,天鹤级蓝图
大鸨级,大鸨级蓝图
分裂级,分裂级蓝图
徘徊者级,徘徊者级蓝图
旅行者级,旅行者级蓝图
奥卡托级,奥卡托级蓝图
巨象级,巨象级蓝图
激进级,激进级蓝图
地震 L,地震蓝图 L
震击 L,震击蓝图 L
战栗 L,战栗蓝图 L
地震 M,地震蓝图 M
震击 M,震击蓝图 M
战栗 M,战栗蓝图 M
雷暴 M,雷暴蓝图 M
雷暴 L,雷暴蓝图 L
冰雹 M,冰雹蓝图 M
冰雹 L,冰雹蓝图 L
风暴 M,风暴蓝图 M
风暴 L,风暴蓝图 L
虚空 M,虚空蓝图 M
虚空 L,虚空蓝图 L
涅槃 M,涅槃蓝图 M
涅槃 L,涅槃蓝图 L
荒芜 M,荒芜蓝图 M
荒芜 L,荒芜蓝图 L
闪电 M,闪电蓝图 M
闪电 L,闪电蓝图 L
标枪 M,标枪蓝图 M
标枪 L,标枪蓝图 L
钉刺 M,钉刺蓝图 M
钉刺 L,钉刺蓝图 L
烈焰 M,烈焰蓝图 M
烈焰 L,烈焰蓝图 L
爆燃 M,爆燃蓝图 M
爆燃 L,爆燃蓝图 L
灼烧 M,灼烧蓝图 M
灼烧 L,灼烧蓝图 L
极光 M,极光蓝图 M
极光 L,极光蓝图 L
微光 M,微光蓝图 M
微光 L,微光蓝图 L
勒克斯 M,勒克斯蓝图 M
勒克斯 L,勒克斯蓝图 L
尖端型隐形装置 I,尖端型隐形装置蓝图 I
小型掠能器 II,小型掠能器蓝图 II
小型能量中和器 II,小型能量中和器蓝图 II
万王宝座级联邦型,万王宝座级联邦型蓝图
巡航导弹发射器 I,巡航导弹发射器蓝图 I
金星 I,金星蓝图 I
瓦尔基里 I,瓦尔基里蓝图 I
加达里海军协处理器,加达里海军协处理器蓝图
联邦海军协处理器,联邦海军协处理器蓝图
