name,type_id,1st,2nd,3rd,4th,5th
狐鼬级蓝图,984,蓝图和反应,舰船,运载舰,加达里,
涅鲁斯级蓝图,985,蓝图和反应,舰船,运载舰,盖伦特,
囤积者级蓝图,986,蓝图和反应,舰船,运载舰,米玛塔尔,
猛犸级蓝图,987,蓝图和反应,舰船,运载舰,米玛塔尔,
环绕级蓝图,988,蓝图和反应,舰船,运载舰,米玛塔尔,
克琉斯级蓝图,989,蓝图和反应,舰船,运载舰,盖伦特,
埃比斯级蓝图,990,蓝图和反应,舰船,运载舰,盖伦特,
米亚莫斯级蓝图,991,蓝图和反应,舰船,运载舰,盖伦特,
伊特龙级MKV蓝图,992,蓝图和反应,舰船,运载舰,盖伦特,
毒蝎级蓝图,994,蓝图和反应,舰船,战列舰,加达里,
万王宝座级蓝图,995,蓝图和反应,舰船,战列舰,盖伦特,
灾难级蓝图,996,蓝图和反应,舰船,战列舰,艾玛,
末日沙场级蓝图,997,蓝图和反应,舰船,战列舰,艾玛,
台风级蓝图,998,蓝图和反应,舰船,战列舰,米玛塔尔,
多米尼克斯级蓝图,999,蓝图和反应,舰船,战列舰,盖伦特,
俄洛巴斯级蓝图,1002,蓝图和反应,舰船,泰坦,盖伦特,
小型护盾扩展装置蓝图 I,1010,蓝图和反应,舰船装备,护盾,护盾扩展装置,
护盾回充器蓝图 I,1026,蓝图和反应,舰船装备,护盾,护盾回充器,
小型护盾回充增量器蓝图 I,1032,蓝图和反应,舰船装备,护盾,护盾回充增量器,
5MN微型跃迁推进器蓝图 I,1067,蓝图和反应,舰船装备,推进器,微型跃迁推进器,
1MN加力燃烧器蓝图 I,1072,蓝图和反应,舰船装备,推进器,加力燃烧器,
货柜扫描器蓝图 I,1074,蓝图和反应,舰船装备,扫描设备,扫描器,
船体扫描器蓝图 I,1075,蓝图和反应,舰船装备,扫描设备,扫描器,
测量扫描器蓝图 I,1076,蓝图和反应,舰船装备,扫描设备,扫描器,
跃迁扰频器蓝图 I,1079,蓝图和反应,舰船装备,电子战,跃迁扰频器,
回转稳定器蓝图 I,1096,蓝图和反应,舰船装备,炮台和发射器,武器升级,
小型装甲维修器蓝图 I,1099,蓝图和反应,舰船装备,船体和装甲,装甲维修器,
小型结构维修器蓝图 I,1100,蓝图和反应,舰船装备,船体和装甲,结构维修器,
停滞缠绕光束蓝图 I,1102,蓝图和反应,舰船装备,电子战,停滞缠绕光束,
小型远程电容传输装置蓝图 I,1105,蓝图和反应,舰船装备,工程装备,远程电容传输装置,
小型掠能器蓝图 I,1106,蓝图和反应,舰船装备,工程装备,掠能器,
小型能量中和器蓝图 I,1109,蓝图和反应,舰船装备,工程装备,能量中和器,
75mm加特林磁轨炮蓝图 I,1112,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
轻型电子疾速炮蓝图 I,1113,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
轻型离子疾速炮蓝图 I,1114,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
轻型中子疾速炮蓝图 I,1115,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
150mm磁轨炮蓝图 I,1116,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
重型电子疾速炮蓝图 I,1117,蓝图和反应,舰船装备,炮台和发射器,混合炮台,中型
双联150mm磁轨炮蓝图 I,1118,蓝图和反应,舰船装备,炮台和发射器,混合炮台,中型
重型中子疾速炮蓝图 I,1119,蓝图和反应,舰船装备,炮台和发射器,混合炮台,中型
重型离子疾速炮蓝图 I,1120,蓝图和反应,舰船装备,炮台和发射器,混合炮台,中型
250mm磁轨炮蓝图 I,1121,蓝图和反应,舰船装备,炮台和发射器,混合炮台,中型
电子疾速加农炮蓝图 I,1122,蓝图和反应,舰船装备,炮台和发射器,混合炮台,大型
双联250mm磁轨炮蓝图 I,1123,蓝图和反应,舰船装备,炮台和发射器,混合炮台,大型
中子疾速加农炮蓝图 I,1124,蓝图和反应,舰船装备,炮台和发射器,混合炮台,大型
425mm磁轨炮蓝图 I,1125,蓝图和反应,舰船装备,炮台和发射器,混合炮台,大型
离子疾速加农炮蓝图 I,1126,蓝图和反应,舰船装备,炮台和发射器,混合炮台,大型
中型电容注电器蓝图 I,1128,蓝图和反应,舰船装备,工程装备,电容注电器,
多谱式护盾增强器蓝图 I,1129,蓝图和反应,舰船装备,护盾,护盾增强系统,
铁质轨道弹蓝图 S,1130,蓝图和反应,军火和弹药,混合弹药,小型,
钨质轨道弹蓝图 S,1131,蓝图和反应,军火和弹药,混合弹药,小型,
铱质轨道弹蓝图 S,1132,蓝图和反应,军火和弹药,混合弹药,小型,
铅质轨道弹蓝图 S,1133,蓝图和反应,军火和弹药,混合弹药,小型,
钍质轨道弹蓝图 S,1134,蓝图和反应,军火和弹药,混合弹药,小型,
钼质轨道弹蓝图 S,1135,蓝图和反应,军火和弹药,混合弹药,小型,
锰质轨道弹蓝图 S,1136,蓝图和反应,军火和弹药,混合弹药,小型,
反物质轨道弹蓝图 S,1137,蓝图和反应,军火和弹药,混合弹药,小型,
铁质轨道弹蓝图 M,1138,蓝图和反应,军火和弹药,混合弹药,中型,
钨质轨道弹蓝图 M,1139,蓝图和反应,军火和弹药,混合弹药,中型,
铱质轨道弹蓝图 M,1140,蓝图和反应,军火和弹药,混合弹药,中型,
铅质轨道弹蓝图 M,1141,蓝图和反应,军火和弹药,混合弹药,中型,
钍质轨道弹蓝图 M,1142,蓝图和反应,军火和弹药,混合弹药,中型,
钼质轨道弹蓝图 M,1143,蓝图和反应,军火和弹药,混合弹药,中型,
锰质轨道弹蓝图 M,1144,蓝图和反应,军火和弹药,混合弹药,中型,
反物质轨道弹蓝图 M,1145,蓝图和反应,军火和弹药,混合弹药,中型,
铁质轨道弹蓝图 L,1146,蓝图和反应,军火和弹药,混合弹药,大型,
钨质轨道弹蓝图 L,1147,蓝图和反应,军火和弹药,混合弹药,大型,
铱质轨道弹蓝图 L,1148,蓝图和反应,军火和弹药,混合弹药,大型,
铅质轨道弹蓝图 L,1149,蓝图和反应,军火和弹药,混合弹药,大型,
钍质轨道弹蓝图 L,1150,蓝图和反应,军火和弹药,混合弹药,大型,
钼质轨道弹蓝图 L,1151,蓝图和反应,军火和弹药,混合弹药,大型,
锰质轨道弹蓝图 L,1152,蓝图和反应,军火和弹药,混合弹药,大型,
反物质轨道弹蓝图 L,1153,蓝图和反应,军火和弹药,混合弹药,大型,
射频晶体蓝图 S,1154,蓝图和反应,军火和弹药,频率晶体,小型,
微波晶体蓝图 S,1155,蓝图和反应,军火和弹药,频率晶体,小型,
红外晶体蓝图 S,1156,蓝图和反应,军火和弹药,频率晶体,小型,
标准晶体蓝图 S,1157,蓝图和反应,军火和弹药,频率晶体,小型,
紫外晶体蓝图 S,1158,蓝图和反应,军火和弹药,频率晶体,小型,
X射线晶体蓝图 S,1159,蓝图和反应,军火和弹药,频率晶体,小型,
伽玛晶体蓝图 S,1160,蓝图和反应,军火和弹药,频率晶体,小型,
多频晶体蓝图 S,1161,蓝图和反应,军火和弹药,频率晶体,小型,
射频晶体蓝图 M,1162,蓝图和反应,军火和弹药,频率晶体,中型,
微波晶体蓝图 M,1163,蓝图和反应,军火和弹药,频率晶体,中型,
红外晶体蓝图 M,1164,蓝图和反应,军火和弹药,频率晶体,中型,
标准晶体蓝图 M,1165,蓝图和反应,军火和弹药,频率晶体,中型,
紫外晶体蓝图 M,1166,蓝图和反应,军火和弹药,频率晶体,中型,
X射线晶体蓝图 M,1167,蓝图和反应,军火和弹药,频率晶体,中型,
伽玛晶体蓝图 M,1168,蓝图和反应,军火和弹药,频率晶体,中型,
多频晶体蓝图 M,1169,蓝图和反应,军火和弹药,频率晶体,中型,
射频晶体蓝图 L,1170,蓝图和反应,军火和弹药,频率晶体,大型,
微波晶体蓝图 L,1171,蓝图和反应,军火和弹药,频率晶体,大型,
红外晶体蓝图 L,1172,蓝图和反应,军火和弹药,频率晶体,大型,
标准晶体蓝图 L,1173,蓝图和反应,军火和弹药,频率晶体,大型,
紫外晶体蓝图 L,1174,蓝图和反应,军火和弹药,频率晶体,大型,
X射线晶体蓝图 L,1175,蓝图和反应,军火和弹药,频率晶体,大型,
伽玛晶体蓝图 L,1176,蓝图和反应,军火和弹药,频率晶体,大型,
多频晶体蓝图 L,1177,蓝图和反应,军火和弹药,频率晶体,大型,
高速电容注电器装料—25蓝图,1178,蓝图和反应,军火和弹药,电容注电装料,,
高速电容注电器装料—50蓝图,1179,蓝图和反应,军火和弹药,电容注电装料,,
自动锁定系统 I,1182,舰船装备,电子学和感应器升级,自动锁定系统,,
小型装甲维修器 II,1183,舰船装备,船体和装甲,装甲维修器,小型,
小型电容器电池 I,1185,舰船装备,工程装备,电容电池,小型,
小型电容器电池蓝图 I,1186,蓝图和反应,舰船装备,工程装备,电容电池,
小型远程电容传输装置 II,1190,舰船装备,工程装备,远程电容传输装置,小型,
基础型超载喷注系统,1192,舰船装备,推进器,推进器改良,超载喷注器,
基础型电磁涂层,1193,舰船装备,船体和装甲,装甲抗性涂层,电磁涂层,
电容回充器 I,1195,舰船装备,工程装备,电容回充器,,
电容回充器蓝图 I,1196,蓝图和反应,舰船装备,工程装备,电容回充器,
电磁涂层 I,1197,舰船装备,船体和装甲,装甲抗性涂层,电磁涂层,
电磁涂层 II,1198,舰船装备,船体和装甲,装甲抗性涂层,电磁涂层,
胡蜂 I,1201,无人机,战斗无人机,重型攻击无人机,,
民用采矿无人机,1202,无人机,采矿无人机,,,
电磁涂层蓝图 I,1204,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
自动锁定系统蓝图 I,1208,蓝图和反应,舰船装备,电子学和感应器升级,自动锁定系统,
脉冲干扰器蓝图 I,1210,蓝图和反应,舰船装备,电子战,ECM脉冲设备,
被动锁定器蓝图 I,1212,蓝图和反应,舰船装备,电子学和感应器升级,被动索敌系统,
胡蜂蓝图 I,1214,蓝图和反应,无人机,战斗无人机,重型攻击无人机,
雷神自动锁定轻型导弹蓝图 I,1216,蓝图和反应,军火和弹药,导弹,自动锁定,
民用采矿无人机蓝图,1218,蓝图和反应,无人机,采矿无人机,,
鞭挞火箭蓝图,1220,蓝图和反应,军火和弹药,导弹,火箭,
鞭挞鱼雷蓝图,1221,蓝图和反应,军火和弹药,导弹,鱼雷,
双多特石,1223,制造和研究,材料,原材料,标准矿石,双多特石
干焦岩,1224,制造和研究,材料,原材料,标准矿石,干焦岩
克洛基石,1225,制造和研究,材料,原材料,标准矿石,克洛基石
杰斯贝矿,1226,制造和研究,材料,原材料,标准矿石,杰斯贝矿
奥贝尔石,1227,制造和研究,材料,原材料,标准矿石,奥贝尔石
灼烧岩,1228,制造和研究,材料,原材料,标准矿石,灼烧岩
片麻岩,1229,制造和研究,材料,原材料,标准矿石,片麻岩
凡晶石,1230,制造和研究,材料,原材料,标准矿石,凡晶石
希莫非特,1231,制造和研究,材料,原材料,标准矿石,希莫非特
黑赭石,1232,制造和研究,材料,原材料,标准矿石,黑赭石
超载喷注系统 II,1236,舰船装备,推进器,推进器改良,超载喷注器,
基础型强化舱隔壁,1240,舰船装备,船体和装甲,船体加固,强化舱隔壁,
基础型纳米纤维内部构架,1242,舰船装备,船体和装甲,船体加固,纳米纤维内部构架,
超载喷注系统 I,1244,舰船装备,推进器,推进器改良,超载喷注器,
超载喷注系统蓝图 I,1245,蓝图和反应,舰船装备,推进器,推进器改良,
电容通量线圈 I,1246,舰船装备,工程装备,电容通量线圈,,
电容通量线圈蓝图 I,1247,蓝图和反应,舰船装备,工程装备,电容通量线圈,
电容通量线圈 II,1248,舰船装备,工程装备,电容通量线圈,,
护盾通量线圈 I,1254,舰船装备,护盾,护盾通量线圈,,
护盾通量线圈蓝图 I,1255,蓝图和反应,舰船装备,护盾,护盾通量线圈,
护盾通量线圈 II,1256,舰船装备,护盾,护盾通量线圈,,
基础型爆炸涂层,1262,舰船装备,船体和装甲,装甲抗性涂层,爆炸涂层,
爆炸涂层 I,1264,舰船装备,船体和装甲,装甲抗性涂层,爆炸涂层,
爆炸涂层蓝图 I,1265,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
爆炸涂层 II,1266,舰船装备,船体和装甲,装甲抗性涂层,爆炸涂层,
基础型覆层式涂层,1272,舰船装备,船体和装甲,覆层装甲涂层,,
覆层式涂层 I,1274,舰船装备,船体和装甲,覆层装甲涂层,,
覆层式涂层蓝图 I,1275,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
覆层式涂层 II,1276,舰船装备,船体和装甲,覆层装甲涂层,,
基础型动能涂层,1282,舰船装备,船体和装甲,装甲抗性涂层,动能涂层,
动能涂层 I,1284,舰船装备,船体和装甲,装甲抗性涂层,动能涂层,
动能涂层蓝图 I,1285,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
动能涂层 II,1286,舰船装备,船体和装甲,装甲抗性涂层,动能涂层,
基础型热能涂层,1292,舰船装备,船体和装甲,装甲抗性涂层,热能涂层,
热能涂层 I,1294,舰船装备,船体和装甲,装甲抗性涂层,热能涂层,
热能涂层蓝图 I,1295,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
热能涂层 II,1296,舰船装备,船体和装甲,装甲抗性涂层,热能涂层,
基础型多谱式涂层,1302,舰船装备,船体和装甲,装甲抗性涂层,多谱式涂层,
多谱式涂层 I,1304,舰船装备,船体和装甲,装甲抗性涂层,多谱式涂层,
多谱式涂层蓝图 I,1305,蓝图和反应,舰船装备,船体和装甲,装甲涂层,
多谱式涂层 II,1306,舰船装备,船体和装甲,装甲抗性涂层,多谱式涂层,
基础型扩充货柜舱,1315,舰船装备,船体和装甲,船体加固,扩充货柜舱,
扩充货柜舱 I,1317,舰船装备,船体和装甲,船体加固,扩充货柜舱,
扩充货柜舱蓝图 I,1318,蓝图和反应,舰船装备,船体和装甲,船体加固,
扩充货柜舱 II,1319,舰船装备,船体和装甲,船体加固,扩充货柜舱,
强化舱隔壁 I,1333,舰船装备,船体和装甲,船体加固,强化舱隔壁,
强化舱隔壁蓝图 I,1334,蓝图和反应,舰船装备,船体和装甲,船体加固,
强化舱隔壁 II,1335,舰船装备,船体和装甲,船体加固,强化舱隔壁,
基础型反应堆控制元件,1351,舰船装备,工程装备,反应堆控制单元,,
反应堆控制元件 I,1353,舰船装备,工程装备,反应堆控制单元,,
反应堆控制元件蓝图 I,1354,蓝图和反应,舰船装备,工程装备,反应堆控制单元,
反应堆控制元件 II,1355,舰船装备,工程装备,反应堆控制单元,,
基础型惯性稳定器,1401,舰船装备,推进器,推进器改良,惯性稳定器,
惯性稳定器 I,1403,舰船装备,推进器,推进器改良,惯性稳定器,
惯性稳定器蓝图 I,1404,蓝图和反应,舰船装备,推进器,推进器改良,
惯性稳定器 II,1405,舰船装备,推进器,推进器改良,惯性稳定器,
基础护盾能源继电器,1419,舰船装备,护盾,护盾能源继电器,,
护盾能源继电器 II,1422,舰船装备,护盾,护盾能源继电器,,
自动锁定系统 II,1436,舰船装备,电子学和感应器升级,自动锁定系统,,
电容能源继电器 I,1445,舰船装备,工程装备,电容能源继电器,,
电容能源继电器蓝图 I,1446,蓝图和反应,舰船装备,工程装备,电容能源继电器,
电容能源继电器 II,1447,舰船装备,工程装备,电容能源继电器,,
基础型能源诊断系统,1537,舰船装备,工程装备,能源诊断系统,,
能源诊断系统 I,1539,舰船装备,工程装备,能源诊断系统,,
能源诊断系统蓝图 I,1540,蓝图和反应,舰船装备,工程装备,能源诊断系统,
能源诊断系统 II,1541,舰船装备,工程装备,能源诊断系统,,
小型质子立体炸弹 I,1547,舰船装备,立体炸弹,小型,,
小型质子立体炸弹蓝图 I,1548,蓝图和反应,舰船装备,立体炸弹,,
小型质子立体炸弹 II,1549,舰船装备,立体炸弹,小型,,
小型引力子立体炸弹 I,1551,舰船装备,立体炸弹,小型,,
小型引力子立体炸弹蓝图 I,1552,蓝图和反应,舰船装备,立体炸弹,,
小型引力子立体炸弹 II,1553,舰船装备,立体炸弹,小型,,
小型等离子立体炸弹 I,1557,舰船装备,立体炸弹,小型,,
小型等离子立体炸弹蓝图 I,1558,蓝图和反应,舰船装备,立体炸弹,,
小型等离子立体炸弹 II,1559,舰船装备,立体炸弹,小型,,
小型EMP立体炸弹 I,1563,舰船装备,立体炸弹,小型,,
小型EMP立体炸弹蓝图 I,1564,蓝图和反应,舰船装备,立体炸弹,,
小型EMP立体炸弹 II,1565,舰船装备,立体炸弹,小型,,
'基础'电磁护盾增效器,1798,舰船装备,护盾,护盾抗性增效器,电磁护盾增效器,
'基础'热能护盾增效器,1800,舰船装备,护盾,护盾抗性增效器,热能护盾增效器,
'基础'动能护盾增效器,1802,舰船装备,护盾,护盾抗性增效器,动能护盾增效器,
'基础'爆炸护盾增效器,1804,舰船装备,护盾,护盾抗性增效器,爆炸护盾增效器,
电磁护盾增效器 I,1808,舰船装备,护盾,护盾抗性增效器,电磁护盾增效器,
电磁护盾增效器蓝图 I,1809,蓝图和反应,舰船装备,护盾,护盾抗性增效器,
鞭挞自动锁定轻型导弹 I,1810,军火和弹药,导弹,自动锁定,标准自动锁定导弹,
鞭挞自动锁定轻型导弹蓝图 I,1811,蓝图和反应,军火和弹药,导弹,自动锁定,
星爆自动锁定轻型导弹 I,1814,军火和弹药,导弹,自动锁定,标准自动锁定导弹,
星爆自动锁定轻型导弹蓝图 I,1815,蓝图和反应,军火和弹药,导弹,自动锁定,
